PID,비표_ID,C_Q1,C_Q1_1,C_Q1_2,C_Q2,C_Q3_1,C_Q3_2,C_Q3_3,C_Q3_4,C_Q3_5,C_Q3_6,C_Q4_1,C_Q4_2,C_Q4_3,C_Q4_4,C_Q4_5,C_Q4_6,C_Q4_7,C_Q4_8,C_Q5,C_Q6_1,C_Q6_2,C_Q6_3,C_Q6_4,C_Q6_5,C_Q6_6,C_Q6_7,C_Q6_8,C_Q6_9,C_Q6_10,C_Q7_1,C_Q7_2,C_Q8,C_Q9,C_Q10,C_Q11,C_Q12,C_Q13,C_Q14,C_Q15,C_DQ1,C_DQ2,C_DQ3,C_DQ4,C_DQ5,C_DQ6,D_Q1,D_Q1_1,D_Q1_2,D_Q2,D_Q3_1,D_Q3_2,D_Q3_3,D_Q3_4,D_Q3_5,D_Q3_6,D_Q4_1,D_Q4_2,D_Q4_3,D_Q4_4,D_Q4_5,D_Q4_6,D_Q4_7,D_Q4_8,D_Q5_1,D_Q5_2,D_Q5_3,D_Q5_4,D_Q5_5,D_Q5_6,D_Q5_7,D_Q5_8,D_Q5_9,D_Q5_10,D_Q6_1,D_Q6_2,D_Q7,D_Q8,D_Q9_M1,D_Q9_M2,D_Q9_1,D_Q10_M1,D_Q10_M2,D_Q10_1,D_Q11,D_Q12,D_Q13,D_Q14,D_Q15,D_Q16,D_Q17,D_Q18,D_Q19_1,D_Q19_2,D_Q19_3,D_Q19_4,D_Q19_5,D_Q19_6,D_Q19_7,D_Q19_8,D_Q20_1,D_Q20_2,D_Q20_3,D_Q20_4,D_Q20_5,D_Q20_6,D_Q20_7,D_Q20_8,D_Q20_9,D_Q20_10,D_Q20_11,D_Q20_12,D_Q20_13,D_Q20_14,D_Q21_1,D_Q21_2,D_Q21_3,D_Q21_4,D_Q21_5,D_Q22_1,D_Q22_2,D_Q22_3,D_Q22_4,D_Q22_5,D_Q22_6,D_Q23,D_Q23_1,WT4
3110024,68,2,,4.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,1,6,7,5,1,5,1,6,1,5,1,3,4,2,4,4,1,3,3,2,5,3,2,7,2,2,,4.0,3,1,1,1,1,1,1,1,1,1,6,6,1,1,6,6,1,6,1,6,1,6,1,6,1,7,1,2,4,9,,중단은 있을수 없는 고로 답하기 싫음 경제가 급하니까 답하기 싫음,1,4.0,가로등 1나씩 없애고 공장 이나 개인사업자에 적은 전기요금으로 보답바람,3,1,4,4,4,4,3,3,1,2,6,1,1,1,2,1,4,3,1,1,2,3,2,3,1,1,4,2,5,4,4,2,4,1,1,1,1,1,1,6,1,2,원전 우리 박사님들 교수님들 진심으로 감사하고 이런 고통을 드려서 정말로 죄송하게 생각합니다 더 분발해서 나라를 위해 더 노력해주셨으면 합니다,1.01
3110029,123,2,,2.0,2,1,2,2,2,2,6,3,3,3,3,3,2,2,3,1,6,2,6,3,6,2,2,2,1,2,7,1,3,4,4,4,4,1,3,2,3,5,3,6,4,1,2,,2.0,2,2,2,2,2,2,2,3,2,4,7,6,6,4,7,4,4,2,5,2,3,3,3,4,1,7,1,2,2,1,2.0,,3,1.0,,3,4,2,1,4,2,3,3,6,4,5,4,4,2,4,2,4,5,3,2,4,4,4,4,6,4,3,3,5,3,2,2,2,2,2,1,2,2,2,2,2,2,반대측 준비가 없었다 데이터도 외국말 해도 좋지 않았다 준비성이 없었다 상대방 이해 할 수 있게 준비해주었으면 했다,1.01
3110051,84,2,,2.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,3,7,2,6,1,3,1,2,1,3,4,2,1,4,1,4,3,2,6,3,6,3,1,2,,2.0,3,1,1,1,1,1,1,3,2,3,4,3,3,1,6,6,3,7,2,6,1,6,1,6,1,5,1,2,2,3,1.0,"태양광, 풍력 관리: 자연훼손이 염려됩니다.",1,3.0,"노후된 원전 점차 폐기하고 5, 6호기 건설 요망",3,1,2,2,2,1,4,3,5,3,3,4,4,2,2,1,4,3,2,1,2,3,2,2,1,3,2,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2,"모르던 지식을(원전, 신재생에너지) 알게 되어 만족했다. 토론에 열의들이 있었는데 제대로 반영이 되었으면 좋겠습니다.",1.01
3110056,319,1,1.0,,9,1,2,3,4,4,3,3,3,2,2,4,1,1,3,1,3,6,3,5,2,6,2,4,4,6,1,4,2,4,2,5,2,1,5,5,3,5,3,2,7,1,4,,,9,1,3,4,4,4,3,4,4,4,4,5,5,4,4,4,4,2,5,6,6,5,6,4,4,4,4,1,2,1,3.0,지역주민의 보상,1,3.0,안전한 설비와 관리 감독 안전운행,5,5,5,5,5,5,2,5,6,4,4,3,4,3,2,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,2,3,4,2,2,4,2,2,2,2,2,찬 반대측 양쪽 자료집이 부족하다고 느낀다,0.92
3110071,121,2,,4.0,2,3,1,1,1,3,1,1,1,1,3,4,2,1,3,1,5,1,6,3,6,1,4,1,7,1,4,1,3,4,2,5,4,1,3,3,1,5,3,6,5,5,2,,4.0,2,1,1,3,1,3,2,9,1,1,5,4,2,1,6,4,2,5,2,1,1,5,1,7,1,5,1,2,1,3,2.0,탄소 배출량이 적어야 한다,1,4.0,안전 강화,3,1,2,2,4,3,3,3,6,2,3,4,4,1,1,1,3,2,1,1,2,2,1,2,1,1,2,3,4,3,3,1,1,1,1,1,1,3,2,1,1,1,토론을 통해서 모르는 것을 알  수 있고 공정하게 화제를 모을 수 있어서 좋았다.,1.01
3110075,179,2,,2.0,3,1,1,1,1,1,1,3,4,1,1,5,1,1,5,1,6,1,7,1,6,2,6,1,1,1,9,1,2,1,9,9,4,1,4,3,9,4,4,6,9,1,2,,2.0,3,1,1,1,1,1,2,3,3,5,4,4,5,3,6,6,1,6,1,6,2,6,1,7,1,6,1,2,2,2,3.0,,1,3.0,,3,1,1,3,4,3,3,3,5,2,1,2,2,3,3,3,3,3,3,2,2,2,2,3,2,2,3,4,4,3,5,2,1,1,1,1,1,1,1,4,1,2,,1.01
3110079,416,2,,2.0,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,5,3,4,2,2,3,4,3,9,9,3,1,4,1,2,5,4,3,4,3,2,5,3,3,3,2,2,,4.0,1,1,1,1,1,1,1,2,1,3,4,4,4,2,2,4,3,5,2,4,3,5,1,4,2,4,2,2,2,1,2.0,중단했을 경우 피해를 입게 되는 국민들의 피해를 최소화하도록 해야할 것 같다,3,4.0,중단해야 한다는 측의 의견에도 충분한 이해와 후속조치가 필요하다,3,1,2,2,2,1,4,3,4,3,3,3,2,1,1,1,2,2,2,3,2,2,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,많은 사람들의 의견과 전문가의 설명을 듣고 보면서 더 많은 상식과 생각을 하게 되어 결정하는데 도움이 되었습니다.의견을 모아 정책 결정에 참고할 수 있다는 것에 새로운 도전과 신선함으로 받아들여 졌습니다,1.28
3110094,78,2,,2.0,2,1,2,2,2,2,2,1,1,2,1,1,1,1,3,1,4,3,4,1,4,5,4,3,3,2,6,2,3,1,2,1,4,3,4,3,3,3,3,6,3,3,2,,2.0,2,1,1,1,1,2,1,2,2,4,3,4,4,3,3,3,3,4,3,3,4,3,3,5,2,3,2,2,1,2,3.0,에너지를 아끼는 방안을 모색해 야한다. 신재생에너지에 많은 투자가 이루어져야 한다고 본다,2,4.0,"신고리 5, 6호기까지 건설하고  신재생에너지의 비중을 늘려가야 한다. 5, 6호기가 건설된 후 노후된 원전은 점차적으로 줄여가야 한다고 생각한다",3,4,2,2,4,3,4,3,4,6,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,3,2,4,1,1,1,3,2,2,1,1,2,1,3,1,1,비교적 공정했으며 전문가들의  전문성을 충분히 듣고 이해할 수 있었다,1.28
3110106,34,2,,4.0,3,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,6,1,3,3,4,1,5,1,5,1,5,1,4,4,2,1,4,1,3,3,2,4,3,6,1,1,2,,4.0,2,1,1,1,2,2,1,4,1,2,5,3,3,2,2,5,2,6,3,3,3,2,1,6,1,7,1,2,2,2,4.0,전력공급의 문제 발생,1,3.0,종사자들의 건강과 주변환경을  좋게 만들어서 환자 발생을 줄여나가 주시고 지속적으로 건강에 대하여 신경써주세요.,4,4,2,4,5,1,3,5,4,1,2,2,4,1,1,2,3,2,1,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,5,2,1,1,많은 것을 배우고 국가의 중대사를 결정할 수 있는 계기가 되어서 감사합니다.,1.01
3201002,368,2,,2.0,2,2,2,2,2,3,2,1,3,1,3,1,1,2,5,2,4,4,4,2,5,3,3,5,4,3,3,3,3,1,2,3,4,1,4,3,3,3,3,7,4,2,2,,2.0,2,2,2,2,2,3,2,4,3,3,3,4,4,3,3,4,3,5,3,4,2,4,3,4,3,3,2,2,1,2,3.0,3순위:가동원전의 안정적 운영을 위한 관리가 필요하다,4,1.0,3순위:원전의 관리 감독을 강화해야한다,3,4,2,2,4,1,4,3,5,5,4,2,2,2,3,3,2,2,1,1,1,3,3,3,3,2,3,4,4,2,2,1,2,1,2,2,2,2,2,1,2,1,과정의 진행에 있어서 주최측의 주도가 아닌 참여자의 의견을 기초로 (운영)했기 때문에,1.09
3204003,257,1,1.0,,1,1,4,4,3,5,1,1,1,1,1,2,1,1,1,1,1,5,1,6,1,7,1,6,1,6,1,7,3,1,2,4,4,1,4,3,3,6,2,5,6,1,1,2.0,,1,1,3,3,1,3,1,5,4,4,4,4,4,2,2,1,3,1,7,1,5,3,4,2,5,3,4,1,1,1,2.0,"신고리5,6호기 건설중단으로  인해서 해당지역주민에게 피해를 주지 않았으면 좋겠습니다 또한 원자력인력을 증대하여 현존하는 원자력의 안전성을 확보해주세요 원자력 인근 지역 주민의 건강을 유지시킬 수 있도록 노력해주세요",2,4.0,기존 원전의 안정성을 확보하기 위해서라도 원전 내 안전을 수시로 모니터링해주세요 기존 원전의 주민 건강을 원전  때문이든 아니든 가슴 아파해주시고 최소한의 보상을 해주세요 멈추어진 주민의  건강에 대한 추적조사를 재기해주시고 환경단체 및 민간단체의 방사능측정을 허용해주세요 고준위폐기물처리장을 원전이 없는 다른 곳에 설치해주셔서 국민이 안전하다는 것을 알게 해주세요,3,1,2,2,4,3,4,3,5,7,5,1,2,2,3,3,3,2,1,1,1,2,2,2,2,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,"첫째 많은 인원에게 동일한 정보를 동일한 방법으로 제공하였고 분임토의 진행자인 모더레이터가 항상 중립을 유지하여  양측의 의견을 공평하게 발언할 수 있는 기회를 제공한 점,둘째 시민참여단의 선정과정이  공정하였고 지역별 연령별,성별을 고려하여 시민참여단을 구성한 점,셋째  시민참여단에게  학습할 수 있는 기회를 제공함과 동시에 TV 등을 통하여 시민참여단이 아닌 다른 사람의 생각과 정보를 접할 수 있는 기회를 제공한 점 넷째 2박 3일의 숙의기간을 확보한 점",0.86
3205001,493,3,,,1,1,3,3,4,4,1,3,1,1,2,4,2,2,4,1,5,4,5,3,5,4,3,3,4,3,4,4,3,1,2,1,2,5,3,3,3,6,3,5,6,1,2,,4.0,1,1,3,3,2,3,2,2,2,2,4,4,5,4,3,5,3,5,3,6,2,5,3,5,2,2,2,2,1,3,1.0,지역주민을 위한 보상 정책이 필요함(현실적인),4,2.0,"안전, 투명성을 높이기 위한 비 전문가 모니터링단 운영(상식문제 공감을 위해)",3,1,2,2,4,3,3,3,5,3,3,3,2,2,2,2,3,3,1,1,2,2,2,3,2,2,3,5,6,2,1,1,1,1,1,1,1,3,1,1,1,1,"참여자들의 분포도(연령,성비,지역,기존의 생각)가 적정했다. 토론회를 통해 더 많은 정보를 얻을수 있었고, 다양한  생각을 가진 국민이 참여를 하여 토론할수 있어서 좋았음",0.94
3205004,94,1,2.0,,1,1,5,4,4,5,1,2,3,1,1,3,3,2,2,1,1,7,2,7,1,7,2,7,2,6,1,7,3,2,4,2,4,3,3,3,3,6,3,3,5,2,1,4.0,,2,1,3,4,4,3,1,3,6,7,3,3,3,2,7,3,6,2,6,1,6,3,6,2,6,2,6,1,2,3,2.0,젊은이들을 교육시켜서 해외 원전으로 취업시키는 일을 적극 고려하길 바란다,4,3.0,획기적인 사용후 연료 보관및 사후관리 시스템을 세계 최고의 기술로 발전시켜서 수익창출 방법을 찾는다,3,2,4,5,4,1,3,3,3,3,3,2,2,3,3,2,6,6,6,3,6,5,5,4,5,5,6,2,3,7,2,2,3,3,4,2,2,3,3,3,2,3,전문성이 부족한 참여인단에게 사용하는 전문용어및 검증되지 않은 자료로 설명하는것들이 이해및 결정을 하는것에 별로 도움이 되지 않았으며 차라리 전문가들끼리 토론의 형태시간을 더 주고 참여인단이 궁금한 점을 질문하는 형태로 진행하는것이 이해를 돕는데 도움이 되었을듯 합니다,1.15
3205009,38,2,,5.0,1,2,1,1,1,1,1,2,2,1,3,4,2,1,3,3,7,2,4,3,7,3,3,1,4,4,6,2,5,1,2,5,4,1,4,5,3,5,3,5,4,1,2,,5.0,2,2,1,1,1,2,1,2,3,5,5,3,4,3,4,7,2,7,3,6,3,3,2,5,3,6,2,2,1,4,2.0,원전 유치 마을 주민의 충분한 보상방안 마련,4,3.0,원전 감시방안 강화,3,1,2,2,4,3,4,3,5,5,4,3,4,4,2,2,2,2,1,1,2,3,2,2,1,5,2,2,3,2,2,2,3,1,1,2,2,3,1,1,1,2,의견을 안심하고 얘기할 수 있었고 숙실을 같이 쓰는분과 의견이 맞아 같이 생활하는데 불편함이 없었다 공론화 과정 종합토론회를 준비하신 분들이 안전을 많이 신경 쓰신 점이 느껴졌다 모더레이터 선생님이 진행을 원활히 잘 하셨다,0.94
3207008,424,2,,2.0,3,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,7,1,7,1,6,1,6,2,7,1,7,1,3,1,2,2,2,1,4,3,3,8,3,5,8,1,2,,2.0,3,2,1,1,1,1,1,4,1,2,4,4,3,1,6,7,1,7,1,6,1,6,1,7,1,7,1,2,1,2,3.0,중단시의 발전량 유지 확대(수급) 정책에 대한 로드맵 발표->실천,1,4.0,운영의 투명화(성) 확보->공개 실시,3,1,2,2,2,1,4,3,6,2,2,2,2,2,2,2,5,6,2,3,3,3,3,1,1,1,2,2,4,3,1,1,1,1,1,1,1,2,6,4,2,2,단 너무 촉박하게 이뤄지는 바람에 충분한 준비가 아쉬웠음,1.1
3209002,18,1,1.0,,1,1,4,5,5,5,1,2,3,1,4,2,2,1,2,2,2,6,2,6,2,5,2,5,2,7,2,5,3,1,2,1,2,1,4,3,3,6,2,2,6,1,1,1.0,,1,1,4,4,5,4,1,2,5,5,2,5,2,2,5,3,4,2,7,2,5,2,6,2,7,1,5,1,3,1,2.0,"참여단의 절반정도가 신고리 5.6호에 관한 현실과 탈원전의 중요성을 이해못하는것 같다. 숙의과정에서 일부 이해가  늘어나는것 같았으나 근본적으로 언론 등을 통한 진실된 정보, 홍보전달이 필요함",2,4.0,재개하더라도 탈원전 시책의 중요성은 계속 홍보해야 한다,3,1,2,1,4,1,4,3,4,5,3,2,3,4,4,3,3,3,3,4,3,3,3,3,5,4,2,4,5,4,2,3,2,3,3,2,3,2,2,2,2,2,공론화 주관 측의 공정화확보 노력이 엿보였다. 다만 공정성(기계적)이 중요시 되다보니 좀더 자유로운 질의응답이 아쉬웠다. 일부 패널의 의도적으로 보이는 물타기(정치권에서 자주 보이는)성 토론이 엿보여 불쾌했다,0.81
3209006,149,2,,5.0,2,1,1,1,1,1,1,1,1,1,3,2,1,3,3,2,5,3,5,4,3,4,5,3,6,4,9,3,3,4,2,2,1,5,4,3,3,5,3,8,6,2,2,,5.0,2,1,1,2,1,2,1,9,1,3,2,4,4,3,3,6,3,5,4,3,4,5,3,4,2,3,3,2,2,1,3.0,,4,3.0,원자력 전문가및 원주민이 참여한 주기적 안정성 검증을 통한 신뢰성 확보 유지가 필요함,3,4,1,1,5,1,4,3,7,3,2,5,4,2,3,3,3,3,3,2,2,4,4,3,2,2,2,2,5,1,3,2,2,1,1,1,3,5,1,4,1,1,"세대간,지역간의 사고가 서로 다를수 있다는것과 이해할수있는 폭을 넓힐수 있었다. 또한 자신이 모르는것을 새롭게 알수있어 많은 도움이 되었다",1.03
3209013,492,1,4.0,,1,2,2,3,3,3,1,1,2,2,1,2,1,1,2,1,2,4,2,6,2,6,2,6,6,4,2,5,3,1,2,1,4,1,4,3,3,6,3,5,3,3,1,4.0,,1,1,3,3,3,3,3,1,3,3,2,2,2,1,2,2,4,2,5,1,5,3,6,6,6,1,6,1,1,3,1.0,해체분해시 기술적 강화,4,1.0,핵연료폐기물처리 및 보관,3,1,2,1,4,3,4,3,4,4,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1.시민의식을 향상  2.토론문화 향상 3.상호의견존중,1.03
3210009,96,1,2.0,,1,1,1,1,1,2,1,3,2,3,4,5,4,4,5,3,4,4,4,4,2,9,2,4,4,4,2,5,3,4,2,4,1,3,3,3,2,5,3,2,3,1,1,1.0,,1,1,2,3,4,3,2,4,5,5,4,3,3,5,3,4,4,3,4,2,4,3,4,4,4,3,6,1,2,1,3.0,없음,1,4.0,없음,3,1,2,5,4,1,3,3,9,2,3,5,5,3,3,4,2,2,2,2,2,2,2,4,3,3,3,2,3,2,3,2,2,1,1,1,2,2,2,2,2,2,내 의사를 자유로이 발표할수 있었습니다,1.28
3303002,137,2,,1.0,2,1,1,2,2,1,1,2,3,2,4,5,3,2,4,3,5,3,5,2,5,4,5,2,6,1,4,2,3,1,1,2,4,1,4,2,3,3,4,5,3,1,2,,2.0,2,1,1,1,1,1,1,2,1,3,2,2,4,4,2,5,2,5,3,5,4,4,1,4,2,4,1,2,2,1,3.0,건설을 중단하게 된다면 우리가 가지고 있는 원전기술이 낙후되지 않도록 하기 위해서 기존 원전의 안전과 보존도  해야겠지만 무엇보다 그곳에(5.6호기) 참여한 업체나 근로자들의 삶도 배려해주셨음합니다,3,1.0,사용후 폐기물을 보존해야하는것 말고 더 기술을 연구해서 폐기물도 보존말고 재활용해서 모두 소진할수 있도록 기술 연구가 중요하다 생각됩니다,3,1,2,2,4,3,4,3,2,4,6,3,3,2,2,3,3,3,2,2,3,3,2,5,1,1,5,4,4,3,3,2,2,2,2,1,2,3,2,2,1,2,이번 공론화를 통해서  대한민국의 국민으로의 자부심과 다시한번 더 정부의 정책들에 관심을 갖게 된것에 만족하고  앞으로도 귀기울여 정부정책을 살펴보며 동기부여가 된것에 감사합니다,1.02
3303009,452,3,,,2,1,1,3,5,2,1,5,1,1,5,5,1,4,4,1,5,5,3,5,1,7,4,5,2,2,1,1,2,1,2,1,4,1,4,3,2,3,3,8,1,5,2,,5.0,1,1,1,4,4,4,1,2,1,5,5,7,6,2,2,6,5,2,5,1,6,1,3,2,6,4,3,2,1,3,1.0,학폐기물의 처리에 대한 연구 지원을 확대해야 함,3,1.0,지역주민에 대한 장기적인 건강 관리와 국민들에게 투명한 운영관리 내용을 정기적으로 알려줬으면 좋겠음,4,1,2,1,4,1,4,3,3,4,2,3,3,1,1,1,1,1,1,1,4,3,4,4,1,1,1,4,5,1,1,1,1,1,1,1,2,1,3,1,1,2,나와 다른 의견과 지식을 가지고 있는 사람들의 말을 들을 수 있어서 만족한다. 다만 토의시간이 짧고 제한적인 상황 이라 좀더 자유롭고 편안하게 진행이 되었으면 좋겠다,1.19
3304001,295,1,2.0,,1,1,2,2,2,2,1,3,3,1,4,3,1,1,3,1,2,4,1,5,1,6,3,6,1,6,1,5,3,4,2,3,4,1,2,1,3,6,3,3,6,1,1,2.0,,1,1,2,2,2,2,1,3,3,3,3,4,4,3,3,1,5,1,6,1,4,1,6,1,4,2,4,1,1,3,1.0,원자력발전이 줄더라도 모자라는 전기를 LNG로 대체하는 것은 반대 에너지소비절감방법모색 기업전기료상승으로  전기료안정필요,4,3.0,원전근처주민이주,3,1,2,3,4,3,4,1,7,3,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,일부만 알고 있는 상태에서 정책에 대한 생각을 결정했었다면 요번 공론화를 통해 여러가지 생각과 상황이 있음을  알고 많은 공부를 통해 결정을 해야함을 알게 되었다,0.86
3305010,401,1,2.0,,1,1,5,4,7,4,1,4,4,3,2,3,4,1,3,3,7,5,1,6,1,7,1,7,1,7,3,3,3,1,2,1,4,1,4,3,3,6,3,1,3,5,1,4.0,,1,1,1,2,2,2,2,4,3,5,3,6,2,2,1,2,2,3,5,1,2,2,5,1,7,2,3,1,1,1,,"원전해체기술 개발과 핵폐기물을 안전하게 보관할 수 있는 체계를 마련해야 함. 중국, 일본 등 원전가동국가와 원전안전성에 대한 공동관리기구 필요",4,1.0,기존 원전의 안전성 기준을 강화하고 그 기준에 맞는 보완방안을 마련해야 함.,3,1,2,2,4,1,4,3,4,5,4,1,3,2,6,3,1,1,1,1,1,4,2,6,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,공론화 과정은 개인이 가진 의식의 한계성을 극복하고 집단지성을 발현하는 하나의 방법이며 이번 공론화 과정을 통해 선진시민으로 한단계 업그레이드된 기쁨을 맛봄.,1.15
3306005,17,1,1.0,,2,1,2,2,2,3,2,2,1,1,1,2,1,1,1,1,2,5,3,5,3,4,3,4,4,4,2,4,3,1,2,2,4,1,4,3,3,4,2,2,3,5,1,2.0,,2,1,2,2,2,2,1,3,3,4,3,2,4,2,2,3,5,3,5,3,4,3,4,4,4,3,4,1,1,3,2.0,현지 주민의 목소리를  전적지원해야 한다,4,3.0,미래에 대한 신재생에너지에  대한 공정하고 빠른 지원이 필요하다,3,1,2,2,4,3,4,3,6,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,2,2,3,3,2,2,2,1,2,2,1,2,2,2,실질적 공론화 과정에 대해서는 만족하는 편이나 준비과정과 참여단 일정도 너무 급히 돌아가서 정신없었다.  좀더 차분하게 생각할수 있는 시간적 여유가 있었다면 훨씬 좋은 결과가 있을것이라고 생각한다. 중요한 사안인것은 참여단 모두가 실감하고 신중했습니다만 각측 패널분들의 상호비방은 전문가로써 하지 말았어야 했다,0.74
3307001,164,2,,2.0,3,2,2,2,2,2,2,1,1,4,3,2,2,5,3,1,6,1,6,2,6,3,2,2,4,3,4,2,3,4,2,2,4,1,4,3,1,2,4,1,1,2,2,,1.0,2,2,1,2,2,2,2,4,2,2,5,2,3,2,5,5,2,5,2,5,3,2,2,6,1,4,2,2,2,1,2.0,원자력 기술을 유지 발전시키기 위한 투자와 원전 종사자를 위한 사기진작 방안을 강구해야한다,1,3.0,신재생에너지 정책과 비중을 늘리기 위한 투자를 계속 확대해나가야 한다고 생각한다,3,4,2,2,4,1,4,3,2,2,3,4,4,2,2,2,2,2,2,3,2,2,2,2,3,4,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,시민 토론회 참석자들의 적극적인 참여를 보며 만족한다 생각한다,1.1
3307006,258,1,2.0,,1,1,3,4,7,9,1,1,1,1,2,5,1,1,3,1,1,5,1,7,1,7,1,6,1,7,1,7,3,1,2,2,4,1,4,3,2,8,2,2,8,5,1,2.0,,1,1,2,4,6,5,1,2,4,4,3,5,3,4,3,2,5,2,6,3,5,2,6,2,5,1,5,1,1,1,4.0,중단 피해자에 대한 보상을 충분히 해야 한다,1,4.0,추가 개발된 안전 기술을 적용시켜야 한다,3,1,2,2,4,3,4,3,5,2,3,2,3,2,2,3,4,4,3,2,2,3,5,5,4,5,5,3,7,4,2,2,3,2,2,1,1,2,2,3,2,3,"촉박한 시일과 시간을 통한 너무 중요한 사항에 대한 숙지와 결론 유도, 공정하지 못한 자료 제공, 자기 주장만을 위 한 발표자들의 자료와 태도, 금요일 초반의 미숙한 준비와 진행, 패널의 준비 부족 및 열성 부족",1.0
3309002,198,2,,4.0,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,4,2,5,3,4,1,3,1,2,1,9,1,1,4,2,1,4,1,2,3,2,4,2,8,3,2,2,,4.0,2,1,1,1,1,1,1,2,2,3,2,1,3,2,2,1,1,3,5,2,2,2,3,3,1,4,1,2,2,3,1.0,원전수출활성화를 위해 지속적으로 노력해야 한다,4,1.0,신재생에너지비중을 늘이기 위한 투자를 확대해야 한다,3,4,2,2,4,9,2,3,2,5,5,3,2,1,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,,0.84
3309010,189,2,,1.0,3,3,1,1,2,2,4,2,1,2,2,4,1,1,4,1,7,1,6,2,5,4,6,2,7,2,7,1,3,1,5,5,4,1,4,3,3,6,4,8,6,5,2,,2.0,2,2,1,1,2,2,3,4,2,3,6,5,6,5,4,6,3,6,3,4,4,4,3,5,3,6,1,2,2,3,1.0,1.원전수출을 위한 정부의 적극적인 지원 2.전기요금인상으로 절전하도록 유도,1,4.0,1.신재생에너지기술개발을 위한 정부의 적극적인 지원 2.정부차원의 신재생발전시설의 시범운영,3,1,1,2,4,1,4,3,7,3,2,3,3,2,3,2,5,5,2,2,2,2,2,4,2,3,5,4,3,3,2,2,2,2,2,2,3,4,2,3,6,2,"1.공정한 진행을 위하여 노력하는 모습을 보았다 2.이용한 시설(계성원)에 대하여 만족한다 3. 자료집 e-learning동영상자료,전문가발표자료에서 내용이 상충하는 것에 대한 공론화위원회 차원의 검증이  부실하여 헷갈렸다",1.03
3309014,299,2,,4.0,1,1,3,2,4,3,1,3,4,5,2,5,2,2,5,1,3,4,4,5,4,4,3,5,3,3,3,4,3,1,2,1,2,3,4,3,3,6,2,8,3,2,1,2.0,,1,1,3,3,3,3,2,2,5,5,3,5,5,5,2,2,5,2,6,2,6,2,5,2,3,3,5,1,2,1,4.0,건설과 관계 있는 이해관계인들 의 갈등을 정부가 적극적으로 해결해야 한다.,4,2.0,없음,3,1,2,5,4,3,4,3,5,3,3,2,4,3,2,2,3,3,2,2,1,2,2,3,3,2,3,4,5,1,5,3,3,3,2,1,2,3,2,3,3,1,공론화 과정중 시민참여단 공론 과정이 공정하며 다양한 숙의과정에서 사안을 결정하는데 도움을 많이 받았다.,0.84
3310004,494,1,1.0,,1,1,4,4,4,4,1,1,1,4,3,1,2,1,4,3,2,5,1,6,1,5,1,3,1,1,1,7,4,1,2,4,2,1,3,4,3,7,3,1,4,3,1,1.0,,1,1,6,5,1,4,2,5,5,4,3,4,4,6,1,5,6,1,7,1,3,1,3,1,5,1,5,1,2,2,3.0,원자력 인력과 원자력을 해외로 또는 후진국에서 하도록 할 것,2,4.0,재개한 원전만 가동하고 가능한 빠릴 기존 원전을 중지하고 신재생에너지 활성화 정책을 지원할 것,3,1,2,2,2,1,3,4,7,2,1,1,1,2,2,2,3,3,1,1,1,2,2,2,2,2,2,3,4,2,1,1,1,1,2,2,1,2,2,2,1,2,정치인과 정책입안자들에 의해서만 추진되던 국민일상생활들을 시민과 생활인들을 참여시켜 결정하는 부분은 새로운  민주주의의 시도라 생각되었다.,1.01
3310005,251,3,,,9,1,1,1,1,1,1,1,1,2,3,2,9,4,4,2,6,6,2,2,1,1,2,5,2,1,1,7,4,2,5,5,2,1,3,4,1,6,3,6,4,1,1,2.0,,1,1,1,1,1,1,1,3,7,7,2,2,3,7,1,2,6,2,2,1,5,5,2,7,4,1,7,1,1,1,4.0,없음,1,4.0,없음,3,1,2,2,4,3,3,3,4,2,2,2,2,1,2,1,3,3,1,1,2,3,3,2,1,1,1,3,3,2,1,1,1,1,1,1,1,3,1,1,2,1,우리 평민 시민의 의견도 반영된다는 것이 매우 놀라웠다. 이번에 원전에 대한 많은 공부를 하고 갑니다. 감사합니다.,1.01
